Participant,Sex,Age,AgeGroup,AcquisitionAge,Univ.ProfNativeEngSpeakerYesNo,TrainingGroup,Word,PrePosttraining,OnsetMedialCoda,TrainedNewWord,VoicedUnvoiced,Phoneme,POA,Position,tierNumber,tiermeaning,HKUNativeSoundingYesNo,RUNativeSoundingYesNo,ComprehensionPerformanceT1T2,Column1,onset,offset,midpoint,midbottom,midtop,soundname,intervalname,F0_Max,F0_Average,midF0_max,midF0_avg,First_Formant,First_Formant_mid,Second_Formant,Second_Formant_mid,Third_Formant,Third_Formant_mid,Intensity_Max,Intensity_Max_mid,Intensity_Average,Intensity_Average_mid,Mid_Duration,Duration,Dur
1435,,,Univerisity Students,,,No,cub,post,coda,trained,voiced,b,bilabial,onset,3, ,,,,3,1,1,1,1,1,1435-cub-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,863,794,1527,1517,2914,2926,55,53,52,52,0,0,0
1435,,,Univerisity Students,,,No,cub,post,coda,trained,voiced,b,bilabial,coda,3, ,,,,3,1,1,1,1,1,1435-cub-2,null vbar,580.1228305,578.6082669,--undefined--,--undefined--,724,739,1813,1930,3339,3304,45,40,37,36,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,vowel,1, ,,,,1,1,1,1,1,1,1435-dog-1,vowel,120.8795678,100.4038901,108.9347498,94.87197662,754,714,954,979,2633,2686,75,74,69,70,0,0.15289234,153
1435,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,onset,2, ,,,,2,1,1,1,1,1,1435-dog-1,null asp,122.7162703,122.3522668,122.7162703,122.7162703,536,566,1672,1672,2753,2878,74,73,68,69,0,0,0
1435,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,coda,2, ,,,,2,1,1,1,1,1,1435-dog-1,null asp,--undefined--,--undefined--,--undefined--,--undefined--,743,863,2117,2090,3236,3184,57,39,37,35,0,0,0
1435,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,onset,3, ,,,,3,1,1,1,1,1,1435-dog-1,null vbar,122.7162703,122.3522668,122.7162703,122.7162703,536,566,1672,1672,2753,2878,74,73,68,69,0,0,0
1435,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,coda,3, ,,,,3,1,1,1,1,1,1435-dog-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,743,863,2117,2090,3236,3184,57,39,37,35,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,vowel,1, ,,,,1,1,1,1,1,1,1435-dog-2,vowel,300.791787,177.042155,300.791787,171.0696519,604,616,890,944,2791,2813,65,62,58,60,0,0.16093847,161
1435,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,onset,2, ,,,,2,1,1,1,1,1,1435-dog-2,null asp,139.2979128,136.0968088,139.2979128,137.4396856,559,556,1430,1490,2685,2848,68,68,64,66,0,0,0
1435,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,coda,2, ,,,,2,1,1,1,1,1,1435-dog-2,null asp,572.3383693,570.2151168,570.7316455,569.0697695,690,670,1291,1373,2767,2846,43,43,36,37,0,0,0
1435,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,onset,3, ,,,,3,1,1,1,1,1,1435-dog-2,null vbar,139.2979128,136.0968088,139.2979128,137.4396856,559,556,1430,1490,2685,2848,68,68,64,66,0,0,0
1435,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,coda,3, ,,,,3,1,1,1,1,1,1435-dog-2,null vbar,572.3383693,570.2151168,570.7316455,569.0697695,690,670,1291,1373,2767,2846,43,43,36,37,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,fad,pre,coda,new word,voiced,d,alveolar,vowel,1, ,,,,1,1,1,1,1,1,1435-fad-1,vowel,135.9596751,110.4425675,124.4796169,105.8664532,714,676,1727,1753,2525,2688,76,76,68,70,0,0.19768588,198
1435,,,Univerisity Students,,,No,fad,pre,coda,new word,voiced,d,alveolar,coda,2, ,,,,2,1,1,1,1,1,1435-fad-1,null asp,--undefined--,--undefined--,--undefined--,--undefined--,1292,1163,2489,2305,3923,3554,52,45,38,37,0,0,0
1435,,,Univerisity Students,,,No,fad,pre,coda,new word,voiced,d,alveolar,coda,3, ,,,,3,1,1,1,1,1,1435-fad-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1292,1163,2489,2305,3923,3554,52,45,38,37,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,fad,post,coda,new word,voiced,d,alveolar,vowel,1, ,,,,1,1,1,1,1,1,1435-fad-2,vowel,202.1757829,133.7084134,202.1757829,123.357223,660,635,1753,1773,2684,2668,62,62,59,59,0,0.20020618,200
1435,,,Univerisity Students,,,No,fad,post,coda,new word,voiced,d,alveolar,coda,2, ,,,,2,1,1,1,1,1,1435-fad-2,null asp,--undefined--,--undefined--,--undefined--,--undefined--,1753,1355,2900,2503,4339,3925,48,46,41,40,0,0,0
1435,,,Univerisity Students,,,No,fad,post,coda,new word,voiced,d,alveolar,coda,3, ,,,,3,1,1,1,1,1,1435-fad-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1753,1355,2900,2503,4339,3925,48,46,41,40,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,feed,pre,coda,trained,voiced,d,alveolar,vowel,1, ,,,,1,1,1,1,1,1,1435-feed-1,vowel,133.2910814,111.6811596,127.0599607,107.7687383,298,327,2510,2525,3055,3060,69,69,63,64,0,0.19863895,199
1435,,,Univerisity Students,,,No,feed,pre,coda,trained,voiced,d,alveolar,coda,2, ,,,,2,1,1,1,1,1,1435-feed-1,null asp,--undefined--,--undefined--,--undefined--,--undefined--,1403,762,2621,2186,3918,3339,49,49,43,44,0,0,0
1435,,,Univerisity Students,,,No,feed,pre,coda,trained,voiced,d,alveolar,coda,3, ,,,,3,1,1,1,1,1,1435-feed-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1403,762,2621,2186,3918,3339,49,49,43,44,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,feed,post,coda,trained,voiced,d,alveolar,vowel,1, ,,,,1,1,1,1,1,1,1435-feed-2,vowel,179.2189135,120.6104558,132.6666779,111.9145331,341,365,2406,2430,3206,3086,62,61,54,54,0,0.23533266,235
1435,,,Univerisity Students,,,No,feed,post,coda,trained,voiced,d,alveolar,coda,2, ,,,,2,1,1,1,1,1,1435-feed-2,null asp,--undefined--,--undefined--,--undefined--,--undefined--,554,618,1901,1903,3016,2994,46,46,44,44,0,0,0
1435,,,Univerisity Students,,,No,feed,post,coda,trained,voiced,d,alveolar,coda,3, ,,,,3,1,1,1,1,1,1435-feed-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,554,618,1901,1903,3016,2994,46,46,44,44,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,pig,pre,coda,trained,voiced,g,velar,vowel,1, ,,,,1,1,1,1,1,1,1435-pig-1,vowel,123.9216106,111.9484757,121.3062094,107.608157,486,463,2354,2328,2903,2744,69,69,59,61,0,0.12619132,126
1435,,,Univerisity Students,,,No,pig,pre,coda,trained,voiced,g,velar,onset,2, ,,,,2,1,1,1,1,1,1435-pig-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,810,786,2384,2390,2983,3015,61,57,53,53,0,0.03369506,34
1435,,,Univerisity Students,,,No,pig,pre,coda,trained,voiced,g,velar,coda,2, ,,,,2,1,1,1,1,1,1435-pig-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,1244,1171,2365,2293,3469,3264,49,49,47,47,0,0.02444544,24
1435,,,Univerisity Students,,,No,pig,pre,coda,trained,voiced,g,velar,onset,3, ,,,,3,1,1,1,1,1,1435-pig-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,810,786,2384,2390,2983,3015,61,57,53,53,0,0,0
1435,,,Univerisity Students,,,No,pig,pre,coda,trained,voiced,g,velar,coda,3, ,,,,3,1,1,1,1,1,1435-pig-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1244,1171,2365,2293,3469,3264,49,49,47,47,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,pig,post,coda,trained,voiced,g,velar,vowel,1, ,,,,1,1,1,1,1,1,1435-pig-2,vowel,403.281529,199.4491286,403.281529,218.3325312,481,460,2317,2315,2959,3008,58,58,51,53,0,0.14202544,142
1435,,,Univerisity Students,,,No,pig,post,coda,trained,voiced,g,velar,onset,2, ,,,,2,1,1,1,1,1,1435-pig-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,763,732,2332,2326,2900,2852,54,49,49,48,0,0.02814919,28
1435,,,Univerisity Students,,,No,pig,post,coda,trained,voiced,g,velar,coda,2, ,,,,2,1,1,1,1,1,1435-pig-2,null asp,--undefined--,--undefined--,--undefined--,--undefined--,563,613,1981,1963,2750,2776,40,40,35,35,0,0,0
1435,,,Univerisity Students,,,No,pig,post,coda,trained,voiced,g,velar,onset,3, ,,,,3,1,1,1,1,1,1435-pig-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,763,732,2332,2326,2900,2852,54,49,49,48,0,0,0
1435,,,Univerisity Students,,,No,pig,post,coda,trained,voiced,g,velar,coda,3, ,,,,3,1,1,1,1,1,1435-pig-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,563,613,1981,1963,2750,2776,40,40,35,35,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,tab,pre,coda,trained,voiced,b,bilabial,vowel,1, ,,,,1,1,1,1,1,1,1435-tab-1,vowel,244.5649996,156.7550048,115.0816988,108.3018416,734,754,1727,1712,2732,2614,69,69,66,68,0,0.14074546,141
1435,,,Univerisity Students,,,No,tab,pre,coda,trained,voiced,b,bilabial,onset,2, ,,,,2,1,1,1,1,1,1435-tab-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,916,910,2018,2007,2795,2781,59,57,55,55,0,0.04483926,45
1435,,,Univerisity Students,,,No,tab,pre,coda,trained,voiced,b,bilabial,coda,2, ,,,,2,1,1,1,1,1,1435-tab-1,null asp,230.837318,229.4769106,--undefined--,--undefined--,715,740,1716,1782,3133,3123,52,41,38,36,0,0,0
1435,,,Univerisity Students,,,No,tab,pre,coda,trained,voiced,b,bilabial,onset,3, ,,,,3,1,1,1,1,1,1435-tab-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,916,910,2018,2007,2795,2781,59,57,55,55,0,0,0
1435,,,Univerisity Students,,,No,tab,pre,coda,trained,voiced,b,bilabial,coda,3, ,,,,3,1,1,1,1,1,1435-tab-1,null vbar,230.837318,229.4769106,--undefined--,--undefined--,715,740,1716,1782,3133,3123,52,41,38,36,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1435,,,Univerisity Students,,,No,tab,post,coda,trained,voiced,b,bilabial,vowel,1, ,,,,1,1,1,1,1,1,1435-tab-2,vowel,130.6601371,116.8687738,130.6601371,115.8166723,654,694,1768,1673,2639,2601,61,61,56,57,0,0.1398029,140
1435,,,Univerisity Students,,,No,tab,post,coda,trained,voiced,b,bilabial,onset,2, ,,,,2,1,1,1,1,1,1435-tab-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,897,901,1855,1946,2769,2852,56,53,52,52,0,0.06421569,64
1435,,,Univerisity Students,,,No,tab,post,coda,trained,voiced,b,bilabial,coda,2, ,,,,2,1,1,1,1,1,1435-tab-2,null asp,597.9060015,578.1657053,597.9060015,578.1657053,641,644,1665,1580,2702,2681,51,51,42,42,0,0,0
1435,,,Univerisity Students,,,No,tab,post,coda,trained,voiced,b,bilabial,onset,3, ,,,,3,1,1,1,1,1,1435-tab-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,897,901,1855,1946,2769,2852,56,53,52,52,0,0,0
1435,,,Univerisity Students,,,No,tab,post,coda,trained,voiced,b,bilabial,coda,3, ,,,,3,1,1,1,1,1,1435-tab-2,null vbar,597.9060015,578.1657053,597.9060015,578.1657053,641,644,1665,1580,2702,2681,51,51,42,42,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,bad,pre,coda,trained,voiced,d,alveolar,vowel,1, ,,,,1,1,1,1,1,1,1436-bad-1,vowel,274.5127321,238.6872259,259.3841669,231.2905521,915,898,2139,1907,2883,2402,69,68,65,65,0,0.29459311,295
1436,,,Univerisity Students,,,No,bad,pre,coda,trained,voiced,d,alveolar,onset,2, ,,,,2,1,1,1,1,1,1436-bad-1,null asp,--undefined--,--undefined--,--undefined--,--undefined--,656,656,1677,1688,2073,2198,65,65,65,65,0,0,0
1436,,,Univerisity Students,,,No,bad,pre,coda,trained,voiced,d,alveolar,coda,2, ,,,,2,1,1,1,1,1,1436-bad-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,466,564,1765,1812,3022,3014,52,50,43,43,0,0.0430692,43
1436,,,Univerisity Students,,,No,bad,pre,coda,trained,voiced,d,alveolar,onset,3, ,,,,3,1,1,1,1,1,1436-bad-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,656,656,1677,1688,2073,2198,65,65,65,65,0,0,0
1436,,,Univerisity Students,,,No,bad,pre,coda,trained,voiced,d,alveolar,coda,3, ,,,,3,1,1,1,1,1,1436-bad-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,466,564,1765,1812,3022,3014,52,50,43,43,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,bad,post,coda,trained,voiced,d,alveolar,vowel,1, ,,,,1,1,1,1,1,1,1436-bad-2,vowel,586.3146722,244.9493879,239.437635,220.8784975,958,917,2001,1984,2358,2389,68,66,60,61,0,0.31535048,315
1436,,,Univerisity Students,,,No,bad,post,coda,trained,voiced,d,alveolar,onset,2, ,,,,2,1,1,1,1,1,1436-bad-2,null asp,261.6013224,261.6013224,--undefined--,--undefined--,636,637,1729,1732,2902,2907,66,66,64,64,0,0,0
1436,,,Univerisity Students,,,No,bad,post,coda,trained,voiced,d,alveolar,coda,2, ,,,,2,1,1,1,1,1,1436-bad-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,778,821,1988,2012,3508,3525,50,50,42,43,0,0.03941758,39
1436,,,Univerisity Students,,,No,bad,post,coda,trained,voiced,d,alveolar,onset,3, ,,,,3,1,1,1,1,1,1436-bad-2,null vbar,261.6013224,261.6013224,--undefined--,--undefined--,636,637,1729,1732,2902,2907,66,66,64,64,0,0,0
1436,,,Univerisity Students,,,No,bad,post,coda,trained,voiced,d,alveolar,coda,3, ,,,,3,1,1,1,1,1,1436-bad-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,778,821,1988,2012,3508,3525,50,50,42,43,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,bag,pre,coda,trained,voiced,g,velar,vowel,1, ,,,,1,1,1,1,1,1,1436-bag-1,vowel,266.9601218,233.694864,258.5151979,230.1854348,885,873,1713,1846,2419,2440,72,69,65,66,0,0.30274877,303
1436,,,Univerisity Students,,,No,bag,pre,coda,trained,voiced,g,velar,onset,2, ,,,,2,1,1,1,1,1,1436-bag-1,null asp,266.9601218,266.9601218,--undefined--,--undefined--,736,737,1723,1725,2028,2043,70,70,68,68,0,0,0
1436,,,Univerisity Students,,,No,bag,pre,coda,trained,voiced,g,velar,coda,2, ,,,,2,1,1,1,1,1,1436-bag-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,873,949,1672,1671,3194,3200,49,43,39,39,0,0.02799385,28
1436,,,Univerisity Students,,,No,bag,pre,coda,trained,voiced,g,velar,onset,3, ,,,,3,1,1,1,1,1,1436-bag-1,null vbar,266.9601218,266.9601218,--undefined--,--undefined--,736,737,1723,1725,2028,2043,70,70,68,68,0,0,0
1436,,,Univerisity Students,,,No,bag,pre,coda,trained,voiced,g,velar,coda,3, ,,,,3,1,1,1,1,1,1436-bag-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,873,949,1672,1671,3194,3200,49,43,39,39,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,bag,post,coda,trained,voiced,g,velar,vowel,1, ,,,,1,1,1,1,1,1,1436-bag-2,vowel,578.6209974,254.591956,251.252507,210.4998134,1006,980,1966,1948,2561,2594,69,69,61,64,0,0.314446,314
1436,,,Univerisity Students,,,No,bag,post,coda,trained,voiced,g,velar,onset,2, ,,,,2,1,1,1,1,1,1436-bag-2,null asp,272.6654296,272.574358,272.6654296,272.6654296,698,698,1712,1712,2947,2911,66,64,62,63,0,0,0
1436,,,Univerisity Students,,,No,bag,post,coda,trained,voiced,g,velar,coda,2, ,,,,2,1,1,1,1,1,1436-bag-2,null asp,--undefined--,--undefined--,--undefined--,--undefined--,589,639,1903,1964,2787,2859,43,40,35,35,0,0,0
1436,,,Univerisity Students,,,No,bag,post,coda,trained,voiced,g,velar,onset,3, ,,,,3,1,1,1,1,1,1436-bag-2,null vbar,272.6654296,272.574358,272.6654296,272.6654296,698,698,1712,1712,2947,2911,66,64,62,63,0,0,0
1436,,,Univerisity Students,,,No,bag,post,coda,trained,voiced,g,velar,coda,3, ,,,,3,1,1,1,1,1,1436-bag-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,589,639,1903,1964,2787,2859,43,40,35,35,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,cab,pre,coda,new word,voiced,b,bilabial,vowel,1, ,,,,1,1,1,1,1,1,1436-cab-1,vowel,272.089512,253.5611881,257.5159615,246.2381959,836,807,1895,1929,2531,2625,67,67,54,56,0,0.15729213,157
1436,,,Univerisity Students,,,No,cab,pre,coda,new word,voiced,b,bilabial,onset,2, ,,,,2,1,1,1,1,1,1436-cab-1,asp,272.089512,272.089512,--undefined--,--undefined--,1178,1122,2319,2285,3040,2928,57,57,55,55,0,0.07457816,75
1436,,,Univerisity Students,,,No,cab,pre,coda,new word,voiced,b,bilabial,coda,2, ,,,,2,1,1,1,1,1,1436-cab-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,948,935,1894,1846,3092,3065,44,41,39,39,0,0.07864606,79
1436,,,Univerisity Students,,,No,cab,pre,coda,new word,voiced,b,bilabial,onset,3, ,,,,3,1,1,1,1,1,1436-cab-1,null vbar,272.089512,272.089512,--undefined--,--undefined--,1178,1122,2319,2285,3040,2928,57,57,55,55,0,0,0
1436,,,Univerisity Students,,,No,cab,pre,coda,new word,voiced,b,bilabial,coda,3, ,,,,3,1,1,1,1,1,1436-cab-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,948,935,1894,1846,3092,3065,44,41,39,39,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,cab,post,coda,new word,voiced,b,bilabial,vowel,1, ,,,,1,1,1,1,1,1,1436-cab-2,vowel,--undefined--,--undefined--,--undefined--,--undefined--,995,964,1842,1861,2922,2937,64,64,59,61,0,0.11579148,116
1436,,,Univerisity Students,,,No,cab,post,coda,new word,voiced,b,bilabial,onset,2, ,,,,2,1,1,1,1,1,1436-cab-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,1194,1240,2052,2129,3069,3097,53,53,51,51,0,0.10997858,110
1436,,,Univerisity Students,,,No,cab,post,coda,new word,voiced,b,bilabial,coda,2, ,,,,2,1,1,1,1,1,1436-cab-2,null asp,--undefined--,--undefined--,--undefined--,--undefined--,652,705,1586,1684,2686,2747,45,45,43,43,0,0,0
1436,,,Univerisity Students,,,No,cab,post,coda,new word,voiced,b,bilabial,onset,3, ,,,,3,1,1,1,1,1,1436-cab-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1194,1240,2052,2129,3069,3097,53,53,51,51,0,0,0
1436,,,Univerisity Students,,,No,cab,post,coda,new word,voiced,b,bilabial,coda,3, ,,,,3,1,1,1,1,1,1436-cab-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,652,705,1586,1684,2686,2747,45,45,43,43,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,cub,pre,coda,trained,voiced,b,bilabial,vowel,1, ,,,,1,1,1,1,1,1,1436-cub-1,vowel,304.1330125,266.4833842,292.3764115,262.508122,760,743,1443,1416,2415,2657,67,67,61,64,0,0.09043799,90
1436,,,Univerisity Students,,,No,cub,pre,coda,trained,voiced,b,bilabial,onset,2, ,,,,2,1,1,1,1,1,1436-cub-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,1467,1359,1751,1765,3184,3155,54,54,50,51,0,0.12262779,123
1436,,,Univerisity Students,,,No,cub,pre,coda,trained,voiced,b,bilabial,coda,2, ,,,,2,1,1,1,1,1,1436-cub-1,null asp,--undefined--,--undefined--,--undefined--,--undefined--,568,656,1580,1560,2939,2804,44,44,39,40,0,0,0
1436,,,Univerisity Students,,,No,cub,pre,coda,trained,voiced,b,bilabial,onset,3, ,,,,3,1,1,1,1,1,1436-cub-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1467,1359,1751,1765,3184,3155,54,54,50,51,0,0,0
1436,,,Univerisity Students,,,No,cub,pre,coda,trained,voiced,b,bilabial,coda,3, ,,,,3,1,1,1,1,1,1436-cub-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,568,656,1580,1560,2939,2804,44,44,39,40,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,cub,post,coda,trained,voiced,b,bilabial,vowel,1, ,,,,1,1,1,1,1,1,1436-cub-2,vowel,577.7295469,414.5679937,577.7295469,431.9115767,893,809,1303,1286,3314,3160,68,68,62,66,0,0.13275594,133
1436,,,Univerisity Students,,,No,cub,post,coda,trained,voiced,b,bilabial,onset,2, ,,,,2,1,1,1,1,1,1436-cub-2,asp,540.2828428,507.1427138,540.2828428,537.3713948,1197,1159,1615,1631,3310,3306,54,54,51,51,0,0.08500821,85
1436,,,Univerisity Students,,,No,cub,post,coda,trained,voiced,b,bilabial,coda,2, ,,,,2,1,1,1,1,1,1436-cub-2,null asp,583.3349991,579.7546235,583.3349991,581.1744048,612,617,1776,1784,3019,3029, , ,53,,0,0,0
1436,,,Univerisity Students,,,No,cub,post,coda,trained,voiced,b,bilabial,onset,3, ,,,,3,1,1,1,1,1,1436-cub-2,null vbar,540.2828428,507.1427138,540.2828428,537.3713948,1197,1159,1615,1631,3310,3306,54,54,51,51,0,0,0
1436,,,Univerisity Students,,,No,cub,post,coda,trained,voiced,b,bilabial,coda,3, ,,,,3,1,1,1,1,1,1436-cub-2,null vbar,583.3349991,579.7546235,583.3349991,581.1744048,612,617,1776,1784,3019,3029, , ,53,,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,vowel,1, ,,,,1,1,1,1,1,1,1436-dog-1,vowel,413.8951183,285.3508337,413.8951183,274.6207537,884,834,1288,1236,3136,2867,70,70,67,68,0,0.23325668,233
1436,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,onset,2, ,,,,2,1,1,1,1,1,1436-dog-1,null asp,278.97711,273.4853069,278.97711,275.295959,641,666,1903,1782,2898,2978,68,66,62,62,0,0,0
1436,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,coda,2, ,,,,2,1,1,1,1,1,1436-dog-1,null asp,--undefined--,--undefined--,--undefined--,--undefined--,1379,1392,1890,1851,3290,3215,49,47,41,42,0,0,0
1436,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,onset,3, ,,,,3,1,1,1,1,1,1436-dog-1,null vbar,278.97711,273.4853069,278.97711,275.295959,641,666,1903,1782,2898,2978,68,66,62,62,0,0,0
1436,,,Univerisity Students,,,No,dog,pre,coda,new word,voiced,g,velar,coda,3, ,,,,3,1,1,1,1,1,1436-dog-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1379,1392,1890,1851,3290,3215,49,47,41,42,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,vowel,1, ,,,,1,1,1,1,1,1,1436-dog-2,vowel,264.35254,233.758144,253.4270968,226.8911631,849,875,1317,1337,2748,2915,67,65,62,62,0,0.17252645,173
1436,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,onset,2, ,,,,2,1,1,1,1,1,1436-dog-2,null asp,270.1635724,268.1388819,270.1635724,269.6753646,646,688,1838,1821,3486,3444,66,65,60,61,0,0,0
1436,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,coda,2, ,,,,2,1,1,1,1,1,1436-dog-2,null asp,--undefined--,--undefined--,--undefined--,--undefined--,807,812,1232,1235,2865,2890,48,48,50,49,0,0,0
1436,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,onset,3, ,,,,3,1,1,1,1,1,1436-dog-2,null vbar,270.1635724,268.1388819,270.1635724,269.6753646,646,688,1838,1821,3486,3444,66,65,60,61,0,0,0
1436,,,Univerisity Students,,,No,dog,post,coda,new word,voiced,g,velar,coda,3, ,,,,3,1,1,1,1,1,1436-dog-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,807,812,1232,1235,2865,2890,48,48,50,49,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1436,,,Univerisity Students,,,No,fad,pre,coda,new word,voiced,d,alveolar,vowel,1, ,,,,1,1,1,1,1,1,1436-fad-1,vowel,291.8986112,253.5377245,263.4561141,244.5887819,733,775,1800,1958,2137,2325,71,69,58,59,0,0.21825247,218
1436,,,Univerisity Students,,,No,fad,pre,coda,new word,voiced,d,alveolar,coda,2, ,,,,2,1,1,1,1,1,1436-fad-1,null asp,--undefined--,--undefined--,--undefined--,--undefined--,719,893,1750,1716,3166,3130,47,46,38,38,0,0,0
1436,,,Univerisity Students,,,No,fad,pre,coda,new word,voiced,d,alveolar,coda,3, ,,,,3,1,1,1,1,1,1436-fad-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,719,893,1750,1716,3166,3130,47,46,38,38,0,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
